Trip_ID,VendorID,City,Pickup_Date,Pickup_Time,Dropoff_Time,Weekday,Month,Peak_Hour,Trip_Distance_km,Trip_Duration_min,Passenger_Count,Pickup_Zone,Dropoff_Zone,Pickup_Borough,Dropoff_Borough,Pickup_Latitude,Pickup_Longitude,Dropoff_Latitude,Dropoff_Longitude,Fare_Amount_INR,Tip_Amount_INR,Toll_Amount_INR,Total_Amount_INR,Payment_Method,Vehicle_Type,Driver_Rating,Ride_Status,Data_Source
TRIP000554,Local Fleet,Bengaluru,2026-01-24,13:20:00,13:24:36,Saturday,January,Off-Peak,1.52,4.6,1,Bengaluru East,Bengaluru South,Bengaluru East,Bengaluru South,12.93029,77.67292,12.91335,77.66223,65.14,3.26,40,108.4,UPI,Prime Sedan,4.2,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000555,Rapido,Bengaluru,2025-12-09,18:13:00,18:18:00,Tuesday,December,Peak,1.03,5.0,1,Bengaluru East,Bengaluru Central,Bengaluru East,Bengaluru Central,12.94816,77.50265,12.96877,77.53862,59.86,0.0,0,59.86,UPI,eBike,3.6,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000556,Local Fleet,Bengaluru,2026-01-30,07:56:00,08:01:06,Friday,January,Off-Peak,1.25,5.1,2,Bengaluru Central,Bengaluru Central,Bengaluru Central,Bengaluru Central,13.00559,77.59638,12.95696,77.61046,62.65,0.0,60,122.65,UPI,Prime Sedan,4.6,Cancelled by Driver,Real-structure (Ola Bengaluru dataset)
TRIP000557,Local Fleet,Bengaluru,2026-02-12,19:26:00,19:40:18,Thursday,February,Peak,3.51,14.3,1,Bengaluru West,Bengaluru West,Bengaluru West,Bengaluru West,13.03077,77.642,13.02313,77.68954,103.57,0.0,0,103.57,UPI,Bike,4.1,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000558,Uber,Bengaluru,2026-02-16,07:41:00,07:43:36,Monday,February,Off-Peak,0.5,2.6,1,Bengaluru West,Bengaluru Central,Bengaluru West,Bengaluru Central,12.87992,77.51923,12.89089,77.50304,49.9,0.0,0,49.9,Cash,Prime SUV,4.4,Cancelled by Driver,Real-structure (Ola Bengaluru dataset)
TRIP000559,Ola,Bengaluru,2025-12-27,07:57:00,08:04:48,Saturday,December,Off-Peak,1.79,7.8,1,Bengaluru West,Bengaluru East,Bengaluru West,Bengaluru East,12.93466,77.53782,12.99971,77.49928,73.18,0.0,0,73.18,UPI,Bike,3.9,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000560,Uber,Bengaluru,2026-02-03,15:05:00,15:14:42,Tuesday,February,Off-Peak,1.79,9.7,1,Bengaluru South,Bengaluru North,Bengaluru South,Bengaluru North,13.04599,77.55627,12.94007,77.66554,76.03,0.0,0,76.03,Cash,Bike,4.5,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000561,Uber,Bengaluru,2026-02-27,19:25:00,20:13:00,Friday,February,Peak,9.24,48.0,3,Bengaluru West,Bengaluru East,Bengaluru West,Bengaluru East,13.02251,77.55731,12.96748,77.65715,222.88,0.0,0,222.88,Cash,Prime SUV,4.8,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000562,Local Fleet,Bengaluru,2026-01-11,02:20:00,02:39:42,Sunday,January,Off-Peak,4.35,19.7,3,Bengaluru East,Bengaluru Central,Bengaluru East,Bengaluru Central,13.02591,77.68799,12.92579,77.67317,121.75,0.0,60,181.75,UPI,Prime Sedan,3.5,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000563,Uber,Bengaluru,2025-12-26,11:23:00,11:42:42,Friday,December,Off-Peak,4.12,19.7,2,Bengaluru East,Bengaluru South,Bengaluru East,Bengaluru South,13.03994,77.65819,13.05384,77.50352,118.99,11.9,0,130.89,Cash,Prime SUV,4.1,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000564,Rapido,Bengaluru,2025-12-05,02:06:00,02:08:42,Friday,December,Off-Peak,0.5,2.7,1,Bengaluru West,Bengaluru West,Bengaluru West,Bengaluru West,12.87875,77.51539,13.04267,77.65923,50.05,5.0,0,55.05,UPI,Auto,4.9,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000565,Rapido,Bengaluru,2026-01-24,01:12:00,01:15:42,Saturday,January,Off-Peak,1.14,3.7,3,Bengaluru Central,Bengaluru East,Bengaluru Central,Bengaluru East,13.04816,77.62341,13.04134,77.50704,59.23,2.96,0,62.19,UPI,Auto,3.5,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000566,Ola,Bengaluru,2026-01-11,11:54:00,12:10:18,Sunday,January,Off-Peak,3.02,16.3,2,Bengaluru North,Bengaluru Central,Bengaluru North,Bengaluru Central,13.00916,77.68079,12.97704,77.56142,100.69,10.07,0,110.76,Wallet,Prime SUV,4.1,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000567,Uber,Bengaluru,2025-12-20,18:31:00,18:46:48,Saturday,December,Peak,4.0,15.8,1,Bengaluru West,Bengaluru West,Bengaluru West,Bengaluru West,12.89651,77.52563,13.02175,77.64403,111.7,0.0,0,111.7,Card,Prime Sedan,4.6,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000568,Rapido,Bengaluru,2026-01-03,22:48:00,23:11:24,Saturday,January,Off-Peak,4.93,23.4,4,Bengaluru North,Bengaluru North,Bengaluru North,Bengaluru North,12.94326,77.64776,13.05261,77.64066,134.26,0.0,0,134.26,Cash,eBike,3.5,Incomplete,Real-structure (Ola Bengaluru dataset)
TRIP000569,Local Fleet,Bengaluru,2026-02-26,07:39:00,07:43:12,Thursday,February,Off-Peak,0.95,4.2,4,Bengaluru West,Bengaluru South,Bengaluru West,Bengaluru South,12.94274,77.58649,13.03837,77.66067,57.7,0.0,0,57.7,Card,eBike,4.2,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000570,Local Fleet,Bengaluru,2025-12-14,18:23:00,18:28:12,Sunday,December,Peak,1.3,5.2,2,Bengaluru South,Bengaluru East,Bengaluru South,Bengaluru East,12.89042,77.62483,13.04917,77.57761,63.4,3.17,0,66.57,Cash,Auto,3.8,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000571,Local Fleet,Bengaluru,2025-12-06,19:00:00,19:02:30,Saturday,December,Peak,0.5,2.5,1,Bengaluru North,Bengaluru Central,Bengaluru North,Bengaluru Central,12.99747,77.60676,12.92861,77.67948,49.75,0.0,0,49.75,UPI,Mini,4.3,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000572,Rapido,Bengaluru,2026-01-28,09:11:00,09:42:30,Wednesday,January,Peak,6.97,31.5,4,Bengaluru West,Bengaluru North,Bengaluru West,Bengaluru North,12.88416,77.53275,12.99559,77.49566,170.89,0.0,40,210.89,Cash,Mini,4.4,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000573,Rapido,Bengaluru,2025-12-18,01:39:00,01:49:24,Thursday,December,Off-Peak,2.5,10.4,1,Bengaluru Central,Bengaluru North,Bengaluru Central,Bengaluru North,13.03963,77.55239,12.95047,77.50995,85.6,8.56,60,154.16,UPI,Prime Sedan,3.8,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000574,Ola,Bengaluru,2026-01-05,15:45:00,15:55:12,Monday,January,Off-Peak,2.77,10.2,2,Bengaluru East,Bengaluru West,Bengaluru East,Bengaluru West,12.92623,77.5076,12.97101,77.6029,88.54,0.0,0,88.54,UPI,Mini,4.4,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000575,Uber,Bengaluru,2026-01-05,00:36:00,00:39:06,Monday,January,Off-Peak,0.61,3.1,3,Bengaluru North,Bengaluru Central,Bengaluru North,Bengaluru Central,12.98635,77.53359,13.03899,77.58318,51.97,0.0,0,51.97,Card,eBike,4.6,Cancelled by Driver,Real-structure (Ola Bengaluru dataset)
TRIP000576,Uber,Bengaluru,2026-02-14,06:26:00,06:47:06,Saturday,February,Off-Peak,4.4,21.1,2,Bengaluru Central,Bengaluru West,Bengaluru Central,Bengaluru West,12.95086,77.64344,13.05238,77.58312,124.45,0.0,40,164.45,UPI,Auto,3.9,Cancelled by Customer,Real-structure (Ola Bengaluru dataset)
TRIP000577,Uber,Bengaluru,2026-02-07,21:15:00,21:20:54,Saturday,February,Off-Peak,1.72,5.9,1,Bengaluru West,Bengaluru North,Bengaluru West,Bengaluru North,12.92746,77.55875,12.90055,77.57685,69.49,0.0,0,69.49,UPI,Bike,4.2,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000578,Local Fleet,Bengaluru,2026-01-19,05:34:00,05:40:42,Monday,January,Off-Peak,1.76,6.7,2,Bengaluru South,Bengaluru East,Bengaluru South,Bengaluru East,12.92544,77.5639,12.96192,77.64492,71.17,0.0,0,71.17,UPI,Prime SUV,3.9,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000579,Rapido,Bengaluru,2025-12-27,17:21:00,17:27:54,Saturday,December,Off-Peak,1.47,6.9,3,Bengaluru Central,Bengaluru Central,Bengaluru Central,Bengaluru Central,12.95577,77.54982,12.89593,77.61554,67.99,0.0,0,67.99,UPI,Mini,4.7,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000580,Uber,Bengaluru,2026-01-27,16:52:00,18:30:36,Tuesday,January,Off-Peak,19.15,98.6,3,Bengaluru South,Bengaluru West,Bengaluru South,Bengaluru West,12.95479,77.53963,12.91765,77.67539,417.7,0.0,0,417.7,UPI,Bike,3.6,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000581,Ola,Bengaluru,2026-02-26,09:38:00,09:57:42,Thursday,February,Peak,3.69,19.7,1,Bengaluru North,Bengaluru North,Bengaluru North,Bengaluru North,12.92995,77.54578,13.06465,77.63565,113.83,0.0,0,113.83,Cash,Prime SUV,3.8,Cancelled by Driver,Real-structure (Ola Bengaluru dataset)
TRIP000582,Ola,Bengaluru,2026-02-01,16:08:00,16:31:54,Sunday,February,Off-Peak,5.14,23.9,3,Bengaluru South,Bengaluru West,Bengaluru South,Bengaluru West,12.93234,77.68731,12.88394,77.6039,137.53,13.75,0,151.28,UPI,Bike,4.8,Cancelled by Driver,Real-structure (Ola Bengaluru dataset)
TRIP000583,Uber,Bengaluru,2026-01-06,13:57:00,14:36:54,Tuesday,January,Off-Peak,7.33,39.9,4,Bengaluru East,Bengaluru East,Bengaluru East,Bengaluru East,12.92114,77.57962,13.0673,77.60465,187.81,0.0,0,187.81,Card,Bike,4.9,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000584,Ola,Bengaluru,2025-12-28,18:55:00,19:14:54,Sunday,December,Peak,3.71,19.9,2,Bengaluru South,Bengaluru North,Bengaluru South,Bengaluru North,12.92265,77.50417,12.99803,77.49846,114.37,0.0,0,114.37,Card,Mini,4.0,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000585,Ola,Bengaluru,2026-01-29,09:24:00,09:45:18,Thursday,January,Peak,6.28,21.3,4,Bengaluru East,Bengaluru West,Bengaluru East,Bengaluru West,13.03976,77.68931,13.06724,77.53726,147.31,0.0,0,147.31,UPI,Prime Sedan,4.3,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000586,Rapido,Bengaluru,2026-02-14,01:09:00,01:15:30,Saturday,February,Off-Peak,1.18,6.5,3,Bengaluru West,Bengaluru Central,Bengaluru West,Bengaluru Central,12.98112,77.53864,13.0175,77.66637,63.91,0.0,60,123.91,UPI,Mini,4.8,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000587,Uber,Bengaluru,2025-12-23,16:33:00,16:41:12,Tuesday,December,Off-Peak,2.22,8.2,4,Bengaluru East,Bengaluru West,Bengaluru East,Bengaluru West,12.97112,77.5419,13.05689,77.59439,78.94,0.0,0,78.94,UPI,Auto,3.6,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000588,Rapido,Bengaluru,2026-02-23,00:29:00,01:15:36,Monday,February,Off-Peak,13.27,46.6,4,Bengaluru North,Bengaluru East,Bengaluru North,Bengaluru East,12.99592,77.54583,13.02144,77.51715,269.14,0.0,0,269.14,Cash,Prime Sedan,3.6,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000589,Rapido,Bengaluru,2026-02-15,15:01:00,15:54:54,Sunday,February,Off-Peak,11.59,53.9,1,Bengaluru West,Bengaluru East,Bengaluru West,Bengaluru East,12.95644,77.58506,12.95394,77.6614,259.93,0.0,0,259.93,Cash,Prime SUV,4.1,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000590,Ola,Bengaluru,2025-12-24,13:07:00,13:47:06,Wednesday,December,Off-Peak,7.25,40.1,1,Bengaluru East,Bengaluru Central,Bengaluru East,Bengaluru Central,12.95047,77.55702,13.00539,77.58901,187.15,0.0,40,227.15,UPI,Mini,4.7,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000591,Local Fleet,Bengaluru,2025-12-02,19:55:00,20:16:30,Tuesday,December,Peak,4.21,21.5,1,Bengaluru North,Bengaluru South,Bengaluru North,Bengaluru South,13.04802,77.63451,12.89897,77.57772,122.77,0.0,0,122.77,UPI,eBike,4.2,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000592,Ola,Bengaluru,2026-01-06,02:23:00,02:34:18,Tuesday,January,Off-Peak,1.9,11.3,1,Bengaluru South,Bengaluru North,Bengaluru South,Bengaluru North,12.98629,77.54453,13.04713,77.58421,79.75,7.98,0,87.73,UPI,Bike,4.7,Cancelled by Customer,Real-structure (Ola Bengaluru dataset)
TRIP000593,Ola,Bengaluru,2026-01-19,16:54:00,17:02:30,Monday,January,Off-Peak,1.42,8.5,1,Bengaluru East,Bengaluru West,Bengaluru East,Bengaluru West,13.0275,77.58898,12.94459,77.52709,69.79,0.0,0,69.79,Card,Mini,4.1,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000594,Ola,Bengaluru,2026-01-17,17:35:00,17:36:30,Saturday,January,Off-Peak,0.5,1.5,2,Bengaluru Central,Bengaluru North,Bengaluru Central,Bengaluru North,12.9366,77.53374,12.88621,77.64648,48.25,0.0,0,48.25,Card,Auto,5.0,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000595,Local Fleet,Bengaluru,2025-12-06,11:23:00,11:24:54,Saturday,December,Off-Peak,0.5,1.9,3,Bengaluru North,Bengaluru East,Bengaluru North,Bengaluru East,13.02712,77.63462,13.03607,77.61098,48.85,0.0,0,48.85,UPI,Mini,4.2,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000596,Rapido,Bengaluru,2026-02-14,16:43:00,16:49:42,Saturday,February,Off-Peak,1.79,6.7,3,Bengaluru East,Bengaluru North,Bengaluru East,Bengaluru North,12.87747,77.58445,12.94648,77.65718,71.53,0.0,0,71.53,Cash,Prime Sedan,5.0,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000597,Ola,Bengaluru,2026-02-20,06:41:00,06:48:12,Friday,February,Off-Peak,1.7,7.2,2,Bengaluru South,Bengaluru West,Bengaluru South,Bengaluru West,13.04087,77.58298,12.90813,77.5893,71.2,0.0,0,71.2,UPI,Mini,3.8,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000598,Ola,Bengaluru,2025-12-20,09:45:00,09:51:42,Saturday,December,Peak,2.22,6.7,1,Bengaluru Central,Bengaluru East,Bengaluru Central,Bengaluru East,12.9062,77.61266,13.00164,77.49518,76.69,0.0,0,76.69,UPI,Prime SUV,4.4,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000599,Uber,Bengaluru,2026-02-12,03:18:00,03:52:54,Thursday,February,Off-Peak,9.8,34.9,1,Bengaluru East,Bengaluru East,Bengaluru East,Bengaluru East,13.05137,77.54702,13.04031,77.57899,209.95,0.0,0,209.95,Cash,Prime Sedan,4.3,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000600,Rapido,Bengaluru,2025-12-03,22:56:00,23:02:30,Wednesday,December,Off-Peak,1.21,6.5,4,Bengaluru South,Bengaluru West,Bengaluru South,Bengaluru West,12.97314,77.61447,13.04373,77.55097,64.27,0.0,0,64.27,Wallet,Bike,4.5,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000601,Ola,Bengaluru,2025-12-08,01:42:00,01:48:00,Monday,December,Off-Peak,1.07,6.0,1,Bengaluru West,Bengaluru Central,Bengaluru West,Bengaluru Central,12.89044,77.68022,12.92352,77.49124,61.84,0.0,0,61.84,Wallet,Prime SUV,4.2,Cancelled by Driver,Real-structure (Ola Bengaluru dataset)
TRIP000602,Uber,Bengaluru,2026-02-06,13:22:00,13:31:12,Friday,February,Off-Peak,2.48,9.2,3,Bengaluru South,Bengaluru West,Bengaluru South,Bengaluru West,13.01467,77.59355,12.94885,77.58029,83.56,0.0,0,83.56,Card,eBike,3.6,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000603,Rapido,Bengaluru,2025-12-02,08:26:00,08:41:36,Tuesday,December,Peak,3.7,15.6,1,Bengaluru North,Bengaluru South,Bengaluru North,Bengaluru South,13.06532,77.66111,12.9044,77.521,107.8,0.0,0,107.8,UPI,Prime Sedan,4.4,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000604,Rapido,Bengaluru,2026-01-11,12:22:00,12:32:36,Sunday,January,Off-Peak,2.03,10.6,4,Bengaluru West,Bengaluru North,Bengaluru West,Bengaluru North,12.98839,77.62845,13.04023,77.51602,80.26,0.0,0,80.26,Wallet,Mini,4.7,Cancelled by Driver,Real-structure (Ola Bengaluru dataset)
TRIP000605,Local Fleet,Bengaluru,2026-01-30,15:20:00,15:43:36,Friday,January,Off-Peak,4.54,23.6,3,Bengaluru North,Bengaluru West,Bengaluru North,Bengaluru West,12.91449,77.53292,12.89968,77.57536,129.88,0.0,0,129.88,UPI,Prime Sedan,3.8,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000606,Uber,Bengaluru,2025-12-22,04:40:00,05:10:48,Monday,December,Off-Peak,7.52,30.8,1,Bengaluru East,Bengaluru West,Bengaluru East,Bengaluru West,12.95837,77.63761,13.02377,77.66469,176.44,0.0,0,176.44,UPI,Auto,4.7,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000607,Ola,Bengaluru,2025-12-26,09:37:00,10:16:42,Friday,December,Peak,9.98,39.7,4,Bengaluru East,Bengaluru Central,Bengaluru East,Bengaluru Central,12.93911,77.64627,13.02672,77.63644,219.31,0.0,0,219.31,Card,eBike,4.5,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000608,Local Fleet,Bengaluru,2026-02-07,12:18:00,12:34:18,Saturday,February,Off-Peak,3.87,16.3,2,Bengaluru Central,Bengaluru East,Bengaluru Central,Bengaluru East,12.92259,77.57117,12.89349,77.51618,110.89,0.0,0,110.89,Card,Mini,4.9,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000609,Ola,Bengaluru,2026-01-17,05:07:00,05:16:48,Saturday,January,Off-Peak,2.57,9.8,2,Bengaluru East,Bengaluru East,Bengaluru East,Bengaluru East,12.96516,77.54997,13.03637,77.66633,85.54,0.0,0,85.54,UPI,Bike,3.6,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000610,Local Fleet,Bengaluru,2026-01-10,05:06:00,05:19:24,Saturday,January,Off-Peak,2.68,13.4,3,Bengaluru East,Bengaluru West,Bengaluru East,Bengaluru West,12.93343,77.68476,13.00344,77.57516,92.26,4.61,0,96.87,Card,Prime SUV,3.8,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000611,Rapido,Bengaluru,2026-02-11,03:40:00,04:23:06,Wednesday,February,Off-Peak,9.6,43.1,2,Bengaluru North,Bengaluru East,Bengaluru North,Bengaluru East,13.05927,77.64451,12.95285,77.53792,219.85,0.0,0,219.85,Card,Prime Sedan,4.8,Cancelled by Customer,Real-structure (Ola Bengaluru dataset)
TRIP000612,Rapido,Bengaluru,2026-01-15,18:24:00,18:39:00,Thursday,January,Peak,3.56,15.0,3,Bengaluru Central,Bengaluru West,Bengaluru Central,Bengaluru West,12.88813,77.49807,12.95313,77.52271,105.22,5.26,0,110.48,Wallet,eBike,4.2,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000613,Rapido,Bengaluru,2026-02-21,01:27:00,01:29:48,Saturday,February,Off-Peak,0.5,2.8,1,Bengaluru South,Bengaluru East,Bengaluru South,Bengaluru East,12.99703,77.62909,12.91767,77.51918,50.2,0.0,0,50.2,Card,Auto,3.5,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000614,Uber,Bengaluru,2026-02-04,07:21:00,07:44:30,Wednesday,February,Off-Peak,4.0,23.5,1,Bengaluru East,Bengaluru South,Bengaluru East,Bengaluru South,13.05043,77.60024,13.04244,77.59834,123.25,0.0,40,163.25,Cash,Prime Sedan,3.8,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000615,Uber,Bengaluru,2025-12-07,17:39:00,18:09:54,Sunday,December,Off-Peak,7.88,30.9,2,Bengaluru Central,Bengaluru East,Bengaluru Central,Bengaluru East,13.03238,77.54378,12.88837,77.55715,180.91,18.09,0,199.0,UPI,Prime SUV,4.6,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000616,Ola,Bengaluru,2026-02-10,10:32:00,10:40:42,Tuesday,February,Off-Peak,1.63,8.7,1,Bengaluru North,Bengaluru South,Bengaluru North,Bengaluru South,12.87172,77.50375,13.02053,77.57931,72.61,0.0,0,72.61,UPI,Prime Sedan,4.0,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000617,Uber,Bengaluru,2025-12-17,23:08:00,23:23:00,Wednesday,December,Off-Peak,4.54,15.0,1,Bengaluru South,Bengaluru North,Bengaluru South,Bengaluru North,13.0319,77.5371,13.02831,77.54839,116.98,0.0,0,116.98,UPI,Mini,4.6,Incomplete,Real-structure (Ola Bengaluru dataset)
TRIP000618,Rapido,Bengaluru,2026-01-11,20:53:00,21:08:24,Sunday,January,Off-Peak,3.06,15.4,1,Bengaluru West,Bengaluru East,Bengaluru West,Bengaluru East,13.05178,77.58793,12.92155,77.56876,99.82,0.0,0,99.82,Card,eBike,4.9,Incomplete,Real-structure (Ola Bengaluru dataset)
TRIP000619,Rapido,Bengaluru,2025-12-20,05:44:00,06:30:24,Saturday,December,Off-Peak,8.21,46.4,4,Bengaluru South,Bengaluru West,Bengaluru South,Bengaluru West,12.89729,77.61298,12.89117,77.60402,208.12,0.0,0,208.12,Cash,Prime Sedan,4.4,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000620,Local Fleet,Bengaluru,2026-01-20,01:56:00,01:58:36,Tuesday,January,Off-Peak,0.5,2.6,1,Bengaluru Central,Bengaluru North,Bengaluru Central,Bengaluru North,12.89847,77.58882,13.06687,77.53074,49.9,0.0,0,49.9,UPI,Mini,3.7,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000621,Rapido,Bengaluru,2025-12-19,23:17:00,23:33:36,Friday,December,Off-Peak,4.23,16.6,2,Bengaluru South,Bengaluru South,Bengaluru South,Bengaluru South,12.87212,77.68783,12.96595,77.61511,115.66,0.0,0,115.66,UPI,Prime SUV,4.5,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000622,Uber,Bengaluru,2026-02-21,08:16:00,08:21:48,Saturday,February,Peak,1.81,5.8,3,Bengaluru North,Bengaluru East,Bengaluru North,Bengaluru East,12.91114,77.61187,12.95093,77.50226,70.42,3.52,0,73.94,UPI,eBike,4.1,Cancelled by Driver,Real-structure (Ola Bengaluru dataset)
TRIP000623,Ola,Bengaluru,2026-02-24,03:03:00,03:39:30,Tuesday,February,Off-Peak,9.11,36.5,1,Bengaluru Central,Bengaluru North,Bengaluru Central,Bengaluru North,12.97111,77.56002,12.88776,77.53675,204.07,0.0,0,204.07,UPI,Prime Sedan,4.6,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000624,Uber,Bengaluru,2026-01-13,14:02:00,14:40:42,Tuesday,January,Off-Peak,8.62,38.7,4,Bengaluru West,Bengaluru South,Bengaluru West,Bengaluru South,12.98289,77.68843,13.03989,77.54626,201.49,0.0,40,241.49,Wallet,Mini,3.8,Cancelled by Driver,Real-structure (Ola Bengaluru dataset)
TRIP000625,Uber,Bengaluru,2026-02-19,13:45:00,14:02:18,Thursday,February,Off-Peak,4.43,17.3,2,Bengaluru Central,Bengaluru South,Bengaluru Central,Bengaluru South,12.88395,77.59311,12.89605,77.59384,119.11,0.0,40,159.11,UPI,eBike,4.7,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000626,Local Fleet,Bengaluru,2026-01-05,14:44:00,15:19:42,Monday,January,Off-Peak,11.01,35.7,3,Bengaluru Central,Bengaluru East,Bengaluru Central,Bengaluru East,12.90314,77.66683,13.06771,77.49999,225.67,0.0,0,225.67,Cash,eBike,4.4,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000627,Rapido,Bengaluru,2026-01-19,16:45:00,17:15:36,Monday,January,Off-Peak,7.47,30.6,1,Bengaluru Central,Bengaluru East,Bengaluru Central,Bengaluru East,12.94115,77.60444,13.02331,77.66963,175.54,0.0,0,175.54,Card,Auto,4.9,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000628,Rapido,Bengaluru,2026-01-18,00:26:00,00:36:06,Sunday,January,Off-Peak,2.2,10.1,1,Bengaluru South,Bengaluru North,Bengaluru South,Bengaluru North,13.00699,77.5847,12.91323,77.65942,81.55,0.0,0,81.55,UPI,Prime Sedan,4.9,Incomplete,Real-structure (Ola Bengaluru dataset)
TRIP000629,Rapido,Bengaluru,2025-12-21,02:25:00,02:46:00,Sunday,December,Off-Peak,3.74,21.0,3,Bengaluru West,Bengaluru Central,Bengaluru West,Bengaluru Central,12.99054,77.632,12.99343,77.52577,116.38,0.0,0,116.38,UPI,Prime Sedan,4.4,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000630,Uber,Bengaluru,2026-02-07,11:19:00,11:46:54,Saturday,February,Off-Peak,6.62,27.9,2,Bengaluru Central,Bengaluru South,Bengaluru Central,Bengaluru South,13.0588,77.54874,12.88436,77.5239,161.29,0.0,0,161.29,UPI,Auto,4.7,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000631,Rapido,Bengaluru,2025-12-08,04:20:00,04:33:18,Monday,December,Off-Peak,2.29,13.3,1,Bengaluru North,Bengaluru West,Bengaluru North,Bengaluru West,12.92973,77.52546,12.94698,77.53108,87.43,0.0,0,87.43,Card,Mini,3.6,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000632,Rapido,Bengaluru,2026-02-15,02:16:00,02:43:54,Sunday,February,Off-Peak,7.02,27.9,1,Bengaluru North,Bengaluru North,Bengaluru North,Bengaluru North,13.06273,77.57819,12.87261,77.49179,166.09,0.0,0,166.09,UPI,Bike,4.4,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000633,Local Fleet,Bengaluru,2026-01-03,14:57:00,15:35:30,Saturday,January,Off-Peak,8.42,38.5,1,Bengaluru Central,Bengaluru East,Bengaluru Central,Bengaluru East,13.03769,77.66647,13.02719,77.65415,198.79,0.0,0,198.79,Cash,Prime Sedan,3.8,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000634,Uber,Bengaluru,2026-01-28,00:28:00,01:40:42,Wednesday,January,Off-Peak,13.98,72.7,3,Bengaluru Central,Bengaluru South,Bengaluru Central,Bengaluru South,13.04684,77.57216,12.93997,77.51482,316.81,0.0,0,316.81,UPI,Mini,3.7,Completed,Real-structure (Ola Bengaluru dataset)
TRIP000635,Rapido,Bengaluru,2026-01-30,02:37:00,02:42:54,Friday,January,Off-Peak,1.73,5.9,1,Bengaluru West,Bengaluru West,Bengaluru West,Bengaluru West,12.91619,77.56378,12.92702,77.60124,69.61,0.0,0,69.61,UPI,Prime Sedan,3.9,Completed,Real-structure (Ola Bengaluru dataset)
